0,0,0,0,0,0,0,0,0,6.406142,13.70704,18.58383,22.73996,27.19557,30.82351,32.0115,34.3166,35.42424,36.32745,37.74584,39.01972,40.04288,42.06927,44.02576,45.90211,47.36377,48.24257,48.64457,48.75364,47.81774,46.3349,44.9523,42.9912,41.40992,40.31802,40.14132,38.94082,37.76628,37.44994,37.87741,37.89252,39.19614,41.85272,44.74115,47.7198,50.75174,54.47477,56.74309,58.59237,62.51003,64.62213,66.38696,67.67404,69.62682,71.34967,74.12577,76.63555,78.24963,81.78722,84.54395,86.59321
0,0,0,0,0,0,0,0,0.445306,9.252855,16.49592,22.37584,26.91101,32.19712,35.87731,37.16386,38.55145,39.533,41.53264,43.07273,45.15855,46.18455,48.42359,50.48975,51.56698,52.4501,53.08865,53.28177,53.44344,52.97789,50.6707,49.41991,47.81105,45.98078,45.24934,43.89627,43.49068,43.26143,42.74915,43.01692,43.72481,44.65287,47.10475,49.54052,52.12348,55.27205,58.75243,60.94312,62.691,66.10455,67.99056,70.33845,72.38551,74.09175,75.61449,78.03801,81.01096,82.56111,85.9361,88.63133,90.92603
0,0,0,0,0,0,0,0,0,7.945609,18.76685,25.02878,30.17217,33.63109,37.83168,39.52626,41.44931,43.65088,45.67471,47.43287,49.54914,52.23114,54.89922,56.04133,56.17949,57.20963,58.12439,58.05367,57.61126,56.80417,55.29176,53.23883,52.73301,51.86193,49.54565,48.7616,47.93895,48.09007,47.76709,48.27877,48.82719,49.73644,51.8803,54.24524,56.76362,59.77067,63.15926,65.12941,66.94341,71.30938,73.62283,75.91996,77.99206,79.51966,80.70721,83.44434,86.09753,87.31241,90.64053,93.12028,95.8914
0,0,0,0,0,0,0,0,0,12.33885,19.82282,25.20986,30.17731,33.60402,37.37238,40.58689,44.01841,47.1093,49.47992,52.33054,55.46029,57.88972,60.16713,60.84928,61.25019,62.93898,63.182,62.86494,60.94234,60.89842,59.9072,58.4258,57.71912,57.62139,54.70641,52.53046,52.31722,52.63598,52.69779,53.00829,53.77919,54.90779,56.44566,58.6387,61.25034,64.43494,67.89925,70.25245,72.38099,76.67897,79.06519,81.47383,83.27167,84.8209,85.94396,88.67062,91.06145,92.14989,95.79099,98.72309,100.8377
0,0,0,0,0,0,0,0,2.452253,14.06513,18.38388,23.20966,27.42795,31.61471,36.65515,40.81466,44.56787,48.89324,52.73318,57.07453,59.81938,62.53423,64.7365,68.13245,69.15169,70.45374,71.32439,69.91519,66.67065,65.65794,64.33665,63.08572,62.06599,61.82465,60.16734,58.32855,57.76647,57.34466,57.66264,58.18916,58.64235,60.37313,60.84207,63.01612,65.67536,68.78213,71.88967,74.19544,76.3682,80.52267,82.92567,84.84515,86.72662,88.49618,89.34039,91.64078,94.30925,96.0593,99.53841,102.2175,105.3119
0,0,0,0,0,0,0,0,2.543698,10.27647,14.62247,21.27972,25.72117,30.4812,35.19531,40.26911,45.85663,49.7505,55.34223,60.02422,63.39898,66.87112,71.09338,74.61432,77.14259,79.14227,78.70573,75.50374,71.75764,70.54749,68.71645,66.48597,66.58681,65.30947,64.79864,64.08501,62.62169,62.20174,62.59324,63.40693,63.36118,64.86978,65.98994,67.50166,70.01179,72.92989,76.45367,78.36445,80.4479,84.44409,86.60905,88.86018,90.24715,91.87052,92.98177,95.2674,98.22459,99.97021,103.9107,106.0865,108.8677
0,0.471391,3.686223,3.289449,0,0,0,0.764926,2.58262,9.085338,13.47362,19.34205,23.65153,28.99358,34.18535,40.24411,44.67635,49.39353,54.74125,60.41458,66.84267,71.35586,74.20144,78.10798,81.71772,84.93287,83.37312,78.85454,75.85526,74.44264,73.12559,70.68125,70.13654,69.24761,69.07808,68.55948,67.1943,67.42087,67.1083,67.52988,67.72267,68.81725,70.54408,72.28435,74.68152,77.26774,80.75662,83.06539,84.98154,89.20918,91.10254,92.9491,94.89466,96.11818,97.23015,100.2505,103.6796,104.6955,108.9187,111.1772,112.758
3.661137,8.903755,10.86239,11.05393,7.93798,3.629292,3.69696,5.734129,8.307054,8.694885,12.48182,18.38119,22.88258,28.53725,33.71802,38.44819,43.39399,48.43711,54.48529,61.06996,68.56564,72.27617,76.64947,79.90177,84.10634,86.45024,85.43307,81.70794,80.20048,78.20004,76.62334,75.08051,74.11815,73.71324,73.42665,73.51853,73.93087,72.60795,72.63323,71.49628,72.10644,73.68084,75.01163,76.8777,79.10749,82.09429,85.24086,87.58482,89.42887,93.36369,95.47558,97.35692,99.42248,100.9213,102.3041,105.3322,108.571,109.8986,112.8956,114.3579,115.7805
7.72279,12.61572,16.06498,14.44493,11.6829,8.828877,9.04351,10.8819,12.7288,13.56038,12.80042,18.08758,22.63679,27.24156,32.61023,37.21304,42.29979,46.38706,52.75408,60.48655,65.85252,72.71284,74.99973,77.92261,81.8136,83.76334,83.44846,82.27029,83.04682,82.77914,79.50321,77.74529,76.70029,77.21403,77.4595,78.39843,78.96657,81.01172,80.75349,79.80878,78.45671,79.80351,80.60305,81.79202,83.561,86.38329,89.44142,91.71717,93.55795,97.42592,99.44722,101.8531,103.5054,105.9259,106.6969,109.8154,112.2971,112.4295,115.447,117.3109,119.1719
5.295994,11.30391,15.30371,16.90419,15.46886,14.79563,14.87964,16.21305,18.18668,18.72547,18.47321,17.9132,20.83642,23.77771,30.75883,36.00821,40.73318,45.05811,49.98541,57.57236,64.22242,69.13387,73.4672,75.69513,78.20381,79.96909,80.96166,81.94438,83.92848,84.03876,81.62457,80.34447,80.06253,80.55013,81.41922,82.50511,83.82912,85.49123,86.08157,86.69064,86.61994,86.48008,87.46716,87.6207,89.04721,90.83562,93.65968,95.74191,97.82447,101.7377,103.9918,106.5942,108.0356,110.0737,111.1464,113.2446,114.7162,115.3074,118.1856,119.894,121.4414
2.008826,9.501841,16.34868,18.14029,19.16509,20.25699,20.44468,21.55978,22.41173,23.17363,23.30136,23.92059,24.16788,24.99458,27.5194,33.86629,37.79081,42.39526,47.28145,53.07114,61.25231,64.31564,69.37681,72.03137,74.44013,76.61069,78.28515,80.17234,81.46822,82.61781,82.72858,82.31754,82.93237,83.86745,84.98761,86.14073,87.85786,89.3852,90.58469,91.95921,94.11538,94.97067,95.62617,93.27815,94.70206,95.89706,98.27142,100.3993,102.3307,106.437,108.7212,111.1948,112.5001,113.319,113.325,115.2026,117.3247,118.0714,120.3285,123.9837,126.3606
0,8.549049,14.67581,20.44692,23.22672,24.9037,25.64874,26.46763,28.28952,28.80548,29.15734,29.40741,29.14286,30.51877,30.41349,31.07099,36.21881,40.64399,44.44197,47.78703,53.17265,58.52272,63.67754,67.04196,69.57721,72.71367,75.25335,77.41837,79.9134,82.00495,83.27596,84.60928,86.22156,86.74922,88.2196,89.81108,91.30703,92.83562,94.35107,95.74149,97.50481,98.79716,99.42661,99.39765,100.1052,102.1756,103.3414,105.609,107.0743,110.7165,112.8315,114.7323,115.4326,116.253,116.6202,118.0386,119.8492,120.426,125.5858,127.6043,130.2323
0,8.935414,13.56767,20.82104,25.0234,28.40322,29.53291,31.43249,33.19017,34.03148,34.16343,33.9603,33.58287,33.74327,35.40788,33.55244,35.00917,37.04197,41.48102,45.98888,49.96214,53.82523,57.47348,61.11953,64.94095,68.87276,71.99026,74.88525,77.95161,80.52543,82.96804,85.59407,87.16611,88.62546,90.27585,91.96057,94.14967,95.90911,98.06776,99.56067,101.0828,101.8385,102.6649,103.9038,105.4983,107.5711,108.7834,110.6037,112.199,115.4098,116.8174,117.8682,118.5609,118.8025,119.0376,120.991,124.9965,125.8634,129.8296,131.1348,133.4639
0,3.34542,10.9882,19.42085,25.04576,30.16571,31.90359,34.45188,36.78368,38.08822,39.79251,38.34196,38.24826,38.23182,39.35939,39.90655,40.07278,40.79853,42.43807,43.33134,46.56569,50.67647,55.27265,58.16547,62.21981,65.73646,69.8087,72.28012,76.49335,79.33112,82.61462,85.51092,87.65146,89.90601,92.15121,93.92631,96.5717,98.03303,99.99043,102.1308,103.8257,105.2125,106.4155,107.8691,109.7567,111.8614,113.9579,115.4384,116.8236,118.9317,120.0644,120.6819,121.6257,121.87,122.5637,126.6896,129.8292,129.8578,133.63,135.6271,137.3648
0,1.567375,9.044122,18.46777,24.88947,30.05205,33.76602,37.12902,41.63398,44.16745,47.83132,47.47152,45.99757,42.40848,43.25365,44.30161,45.09911,46.34913,47.50872,49.35,50.94829,52.58505,54.1201,56.27973,59.43532,63.76163,68.00652,71.3362,75.02817,78.4427,81.9584,84.57457,87.25188,90.21614,93.05507,95.42336,98.07971,99.84621,101.6509,103.5714,105.8534,107.8809,109.7935,110.5784,112.874,115.0359,117.2968,119.5217,120.2028,122.2346,123.0264,123.6297,125.026,127.4157,128.2541,130.6647,132.9314,134.2845,137.3233,138.1996,140.3304
0,0.485604,10.96399,18.75897,24.09396,29.73953,35.1545,41.57504,46.96317,49.91779,53.24729,55.16078,56.41726,54.31226,54.34037,53.439,53.2828,52.11384,52.93057,54.55159,55.80155,57.35425,58.50056,59.1428,58.88486,61.66975,65.92659,70.13892,73.19244,76.81427,80.31744,83.75758,86.83871,89.95956,93.32601,96.39389,99.02961,100.9626,102.8356,104.5466,106.558,108.9528,111.0189,113.0217,115.7536,118.1942,120.1881,123.732,122.9059,124.9916,125.904,126.8568,129.5891,131.2317,131.9049,134.1121,136.5563,136.6765,139.7784,141.8488,142.8101
0,0,3.505435,17.62547,24.02461,30.22209,37.50993,45.40584,50.97113,55.25183,58.19027,60.26062,61.9166,61.33031,60.2076,60.07013,59.5953,60.02918,60.50294,61.13623,63.14272,63.02675,64.4007,64.50692,63.92476,62.92389,64.7386,68.53444,71.81617,75.42262,79.35231,82.63071,85.80297,88.96808,93.03693,96.39153,98.62703,101.0555,102.9535,104.8945,107.3114,109.5286,111.6074,114.4735,117.3248,120.2244,122.773,126.0752,126.3712,126.7532,127.542,130.4381,131.6787,132.8811,133.5158,135.4627,137.2161,138.3598,141.6858,142.3217,143.1185
