800,7200,0
810,7200,0
820,7200,0
830,7200,0
840,7200,1.224684
850,7200,9.83532
860,7200,15.87794
870,7200,21.43702
880,7200,26.65637
890,7200,31.89498
900,7200,36.63293
910,7200,41.61604
920,7200,45.26199
930,7200,49.95355
940,7200,53.06251
950,7200,54.74299
960,7200,57.21006
970,7200,59.81802
980,7200,61.13433
990,7200,62.06931
1000,7200,63.84691
1010,7200,66.0652
1020,7200,68.24166
1030,7200,70.87377
1040,7200,74.14324
1050,7200,77.25658
1060,7200,79.84521
1070,7200,82.28283
1080,7200,84.30806
1090,7200,86.86392
1100,7200,89.8865
1110,7200,92.63968
1120,7200,96.11765
1130,7200,98.913
1140,7200,102.3891
1150,7200,106.2231
1160,7200,109.4336
1170,7200,112.1137
1180,7200,116.3878
1190,7200,119.5891
1200,7200,123.5447
1210,7200,127.0867
1220,7200,131.5183
1230,7200,135.0261
1240,7200,138.963
1250,7200,142.995
1260,7200,146.6481
1270,7200,152.093
1280,7200,156.5377
1290,7200,160.8094
1300,7200,164.3073
1310,7200,167.8828
1320,7200,171.2608
1330,7200,174.5127
1340,7200,177.6844
1350,7200,180.7035
1360,7200,182.9371
1370,7200,185.586
1380,7200,188.0539
1390,7200,189.7157
1400,7200,191.3666
800,7210,0
810,7210,0
820,7210,0
830,7210,0
840,7210,2.61418
850,7210,10.94283
860,7210,17.76742
870,7210,23.55403
880,7210,28.70926
890,7210,34.00253
900,7210,39.24278
910,7210,44.27408
920,7210,49.75278
930,7210,52.59406
940,7210,54.4628
950,7210,58.16262
960,7210,59.8085
970,7210,62.67176
980,7210,65.09567
990,7210,65.98484
1000,7210,67.69775
1010,7210,69.82697
1020,7210,71.49953
1030,7210,74.29588
1040,7210,76.82385
1050,7210,79.55137
1060,7210,82.15447
1070,7210,84.06947
1080,7210,85.57391
1090,7210,87.39979
1100,7210,90.8344
1110,7210,93.32797
1120,7210,96.53949
1130,7210,99.05079
1140,7210,102.1638
1150,7210,105.9344
1160,7210,109.4861
1170,7210,113.2177
1180,7210,116.7084
1190,7210,120.3398
1200,7210,123.9182
1210,7210,127.3826
1220,7210,131.3342
1230,7210,135.4073
1240,7210,139.3244
1250,7210,143.2403
1260,7210,146.7009
1270,7210,151.0369
1280,7210,156.2204
1290,7210,160.7272
1300,7210,163.9235
1310,7210,167.7906
1320,7210,170.8648
1330,7210,173.5689
1340,7210,176.4417
1350,7210,179.5634
1360,7210,182.1409
1370,7210,184.759
1380,7210,187.4363
1390,7210,189.5903
1400,7210,191.4536
800,7220,0
810,7220,0
820,7220,0
830,7220,0
840,7220,4.147574
850,7220,11.91984
860,7220,18.78823
870,7220,25.23454
880,7220,30.72164
890,7220,35.67168
900,7220,40.38287
910,7220,45.23138
920,7220,48.64711
930,7220,51.54684
940,7220,58.41508
950,7220,62.02365
960,7220,63.8564
970,7220,66.35947
980,7220,68.00904
990,7220,69.3413
1000,7220,69.94993
1010,7220,72.08565
